Ticket Number,Date Created,Subject,From,From Email,Priority,Department,Type,Source,Current Status,Last Updated,Due Date,Overdue,Answered,Agent Assigned,Team Assigned,Thread Count,Attachment Count,Category,Issue Origin,Select Ticket Status Update,SLA Due Date,Breached SLA
111548,11/9/2020 15:04,Request Status 'No Manager',Riza Richardson,rrichardson@mailinator.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,11/16/2020 14:57,6/24/2020 2:48,0,1,Jared Smith,JDE Support Team,8,1,NON-PROD,DEVELOPMENT,New Ticket,11/16/2020 0:00,No
111541,10/26/2020 11:43,Laptop running slow,Grace Evans,gevans@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Email,Closed,11/10/2020 22:20,6/24/2020 2:56,0,1,Jared Smith,Network Team,4,0,NON-PROD,DEVELOPMENT,New Ticket,11/2/2020 0:00,No
111505,9/23/2020 15:30,Buffer Error in Class COST 110,Jasper John,jasper.john@gmail.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,11/3/2020 17:42,7/2/2020 4:39,0,1,Jared Smith,SAP Support Team,19,5,NON-PROD,DEVELOPMENT,New Ticket,9/30/2020 0:00,No
111468,7/9/2020 15:52,Defective hardisk,Paul Smith,paul.smith@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Email,Closed,10/30/2020 17:04,6/6/2020 17:00,0,1,Jared Smith,Help Desk Team,4,0,NON-PROD,DEVELOPMENT,New Ticket,7/16/2020 0:00,No
111516,10/5/2020 9:36,Desktop Service,Pradeep Sharma,pradeep.sharma@outlook.com,Normal,Internal Technical Department,Incident / Problem,Email,Closed,10/23/2020 20:46,7/10/2020 0:12,0,1,Jared Smith,Network Team,4,0,NON-PROD,TEST,New Ticket,10/12/2020 0:00,No
111524,10/5/2020 19:00,Login Issues (AY 2020-2021 1st Sem),Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,10/16/2020 14:00,7/10/2020 0:06,0,1,Jared Smith,SAP Support Team,8,3,NON-PROD,TEST,New Ticket,10/12/2020 0:00,No
111525,10/5/2020 19:35,Slow Performance issue (AY 2020-2021 1st Sem),Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,10/16/2020 13:57,6/10/2020 17:00,0,1,Jared Smith,SAP Support Team,6,2,NON-PROD,TEST,New Ticket,10/12/2020 0:00,No
111526,10/5/2020 20:02,Sending Email Notification (AY 2020-2021 1st Sem),Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,10/16/2020 13:56,6/14/2020 22:43,0,1,Jared Smith,SAP Support Team,6,2,NON-PROD,PRODUCTION,New Ticket,10/12/2020 0:00,No
111523,10/5/2020 18:58,ODSM Issue (AY 2020-2021 1st Sem),Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,10/14/2020 17:20,6/9/2020 17:00,0,1,Jared Smith,SAP Support Team,6,2,NON-PROD,PRODUCTION,Close Ticket,10/12/2020 0:00,No
111522,10/5/2020 18:56,Password Issue (AY 2020-2021 1st Sem),Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,10/14/2020 17:19,4/8/2020 7:01,0,1,Jared Smith,SAP Support Team,6,2,NON-PROD,TEST,Close Ticket,10/12/2020 0:00,No
111521,10/5/2020 17:17,Login Issues(AY 2020-2021 1st Sem),Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,10/14/2020 17:18,6/24/2020 1:31,0,1,Jared Smith,SAP Support Team,7,2,PROD,TEST,New Ticket,10/12/2020 0:00,No
111519,10/5/2020 16:10,Password Reset Issue (AY 2020-2021 1st Sem),Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,10/14/2020 17:17,6/19/2020 17:00,0,1,Jared Smith,SAP Support Team,9,3,PROD,TEST,New Ticket,10/12/2020 0:00,No
111507,9/24/2020 10:11,No Success when Generating Reports,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,10/14/2020 17:15,6/3/2020 17:00,0,1,Jared Smith,SAP Support Team,16,3,NON-PROD,DEVELOPMENT,New Ticket,10/1/2020 0:00,No
111504,9/14/2020 13:14,HP Printer not working ,Pradeep Sharma,pradeep.sharma@outlook.com,Normal,Internal Technical Department,Incident / Problem,Phone,Closed,9/25/2020 9:37,12/18/2019 17:00,0,1,Jared Smith,Network Team,5,0,NON-PROD,TEST,New Ticket,9/21/2020 0:00,No
111473,7/20/2020 16:19,Approval - Personal Information (Basic Details),Troy Daniels,troy.daniels@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,9/16/2020 17:51,12/5/2019 4:07,0,1,Jared Smith,JDE Support Team,49,5,NON-PROD,PRODUCTION,New Ticket,7/27/2020 0:00,No
111500,9/4/2020 9:18,Error in log-in,Jasper John,jasper.john@gmail.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,9/11/2020 14:40,11/7/2019 2:03,0,1,Jared Smith,SAP Support Team,5,1,,DEVELOPMENT,New Ticket,9/11/2020 0:00,No
111494,8/23/2020 12:03,Secure Connection Failed page - TEST Instance,Riza Richardson,rrichardson@mailinator.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,9/9/2020 17:51,9/19/2019 21:28,0,1,Jared Smith,JDE Support Team,7,1,,DEVELOPMENT,New Ticket,8/28/2020 0:00,No
111418,4/29/2020 13:26,Altering Field - External Learning,Troy Daniels,troy.daniels@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,8/3/2020 12:12,11/8/2019 4:37,0,1,Jared Smith,JDE Support Team,7,1,,PRODUCTION,Close Ticket,5/6/2020 0:00,No
111425,5/27/2020 14:15,"Disable ""Sickness"" and ""Other""",Kian Rogers,krogers@mailinator.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,8/3/2020 12:12,10/25/2019 22:15,0,1,Jared Smith,JDE Support Team,10,3,,,New Ticket,6/3/2020 0:00,No
111443,6/15/2020 11:57,Create Accounting Issues,Kimberly Jones,kjones@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,7/30/2020 17:06,11/5/2019 22:44,0,1,Jared Smith,JDE Support Team,18,1,,,New Ticket,6/22/2020 0:00,No
111449,6/23/2020 14:48,Error: Site Can't be reach,Grace Evans,gevans@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Web,Closed,7/27/2020 17:07,10/21/2019 17:00,0,1,Jared Smith,Network Team,5,0,,,Close Ticket,6/30/2020 0:00,No
111470,7/14/2020 18:38,Error Page,Riza Richardson,rrichardson@mailinator.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,7/21/2020 17:45,10/12/2019 1:43,0,1,Jared Smith,JDE Support Team,12,3,,,New Ticket,7/21/2020 0:00,No
111455,7/2/2020 8:41,Error in Grade Roster,Jasper John,jasper.john@gmail.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,7/15/2020 17:30,10/16/2019 17:00,0,1,Jared Smith,SAP Support Team,10,3,,,New Ticket,7/9/2020 0:00,No
111408,4/13/2020 13:57,Auto creation of PO from Approved ReqJDEitions,Reah Junes,rjunes@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,7/9/2020 8:31,9/27/2019 17:00,0,1,Jared Smith,JDE Support Team,19,6,,,New Ticket,4/20/2020 0:00,No
111440,6/9/2020 11:52,Slow performance laptop,Kenneth Greene,k.greene@yahoo.com,Normal,Internal Technical Department,Incident / Problem,Phone,Closed,6/29/2020 17:45,9/26/2019 17:00,0,1,Jared Smith,Network Team,4,0,,,New Ticket,6/16/2020 0:00,No
111436,6/8/2020 10:41,slow performance laptop,Sophia Walker,swalker@outlook.com,Normal,Internal Technical Department,Incident / Problem,Phone,Closed,6/25/2020 16:09,9/18/2019 4:48,0,1,Jared Smith,Workday Team,5,0,,,Close Ticket,6/15/2020 0:00,No
111407,4/7/2020 19:01,Error in Email of Ms. Eliza,Grace Evans,gevans@mailinator.com,Normal,Internal Technical Department,Incident / Problem,Web,Closed,6/25/2020 16:05,9/16/2019 17:00,0,1,Jared Smith,Network Team,4,0,,,New Ticket,4/14/2020 0:00,No
111444,6/16/2020 9:01,Unable to process Batch Term Activate,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,6/23/2020 18:01,9/6/2019 17:00,0,1,Jared Smith,SAP Support Team,15,6,,,Close Ticket,6/23/2020 0:00,No
111442,6/15/2020 10:24,App Engine not Posting ,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,6/23/2020 9:43,5/1/2019 2:19,0,1,Jared Smith,SAP Support Team,8,3,,,Close Ticket,6/22/2020 0:00,No
111412,4/17/2020 11:32,TEST: Cannot Save Batch Element with Costing,Melody Thompson,mthompson@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,6/16/2020 17:50,8/19/2019 17:00,0,1,Jared Smith,JDE Support Team,10,2,,,New Ticket,4/24/2020 0:00,No
111415,4/20/2020 13:00,COS- Application Error has occurred in your proces,Troy Daniels,troy.daniels@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,6/16/2020 17:49,8/19/2019 17:00,0,1,Jared Smith,JDE Support Team,9,6,,,New Ticket,4/27/2020 0:00,No
111438,6/8/2020 13:17,ECI is not working in SAP 9.0,Jasper John,jasper.john@gmail.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,6/16/2020 17:47,8/19/2019 17:00,0,1,Jared Smith,SAP Support Team,8,2,,,New Ticket,6/15/2020 0:00,No
111406,4/6/2020 13:08,JDE TEST: Error when updating email via SQL,Melody Thompson,mthompson@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,6/10/2020 17:29,8/19/2019 17:00,0,1,Jared Smith,JDE Support Team,25,9,,,New Ticket,4/13/2020 0:00,No
111431,6/2/2020 19:31,Unable to add iSCSI Software Adapter,Charles Thomas,charles.thomas@outlook.com,Normal,Internal Technical Department,Incident / Problem,Email,Closed,6/10/2020 15:29,8/19/2019 17:00,0,1,Stellar Murad,Workday Team,4,0,,,New Ticket,6/9/2020 0:00,No
111385,2/11/2020 12:16,Units Overload,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,5/11/2020 17:30,8/1/2019 20:53,0,1,Jared Smith,SAP Support Team,45,1,,,Close Ticket,2/18/2020 0:00,No
111419,4/30/2020 18:55,Processes are stock on queued ,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,5/8/2020 18:16,8/2/2019 17:00,0,1,Jared Smith,SAP Support Team,5,1,,,Close Ticket,5/7/2020 0:00,No
111410,4/15/2020 12:51,Processmaker 3.3.7 Production Upgrade,Pradeep Sharma,pradeep.sharma@outlook.com,Normal,Internal Technical Department,Incident / Problem,Email,Closed,4/29/2020 17:31,7/16/2019 23:29,0,1,Stellar Murad,Workday Team,13,2,,,New Ticket,4/22/2020 0:00,No
111402,3/17/2020 9:02,SMTP issue in SAP Prod,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,4/2/2020 17:23,5/1/2019 3:37,0,1,Jared Smith,SAP Support Team,10,2,,,New Ticket,3/24/2020 0:00,No
111397,3/4/2020 13:01,Dev Instance Redirecting to Prod,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,3/26/2020 18:42,7/18/2019 2:13,0,1,Jared Smith,SAP Support Team,6,2,,,New Ticket,3/11/2020 0:00,No
111388,2/13/2020 11:26,COS - Application Error,Troy Daniels,troy.daniels@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,3/24/2020 17:09,7/13/2019 16:45,0,1,Jared Smith,JDE Support Team,10,4,,,Close Ticket,2/20/2020 0:00,No
111396,3/3/2020 14:29,"PROD: Gray out fields, cannot input data",Melody Thompson,mthompson@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,3/24/2020 17:09,7/16/2019 3:06,0,1,Jared Smith,JDE Support Team,11,5,,,Close Ticket,3/10/2020 0:00,No
111372,1/16/2020 10:20,GlobalProtect Connection,John Brown,jbrown@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,3/16/2020 14:25,7/10/2019 0:24,0,1,Jared Smith,AWS Team,6,2,,,New Ticket,1/23/2020 0:00,No
111356,12/6/2019 14:49,PO submission error in TEST Instance,Reah Junes,rjunes@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,3/10/2020 16:29,7/10/2019 22:30,0,1,Jared Smith,JDE Support Team,24,7,,,Close Ticket,12/13/2019 0:00,No
111375,1/22/2020 12:06,Tuition Calculation Error,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,2/24/2020 17:56,7/5/2019 17:00,0,1,Jared Smith,SAP Support Team,23,5,,,New Ticket,1/29/2020 0:00,No
111381,2/4/2020 14:03,Coloc Server is Down,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,2/11/2020 17:43,6/12/2019 1:43,0,1,Jared Smith,SAP Support Team,6,1,,,Open ,2/11/2020 0:00,No
111215,5/29/2019 9:08,JDE PROD Invoice Approval Issue 29 May 2019,Julius Wright,jwirght@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,1/16/2020 17:16,2/1/2019 12:54,0,1,Jared Smith,JDE Support Team,15,8,,,New Ticket,6/5/2019 0:00,No
111359,12/18/2019 13:45,JDE Prod Error Page 18 Dec 2019,Julius Wright,jwirght@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,1/15/2020 17:16,6/12/2019 2:24,0,1,Jared Smith,JDE Support Team,14,1,,,New Ticket,12/25/2019 0:00,No
111336,10/25/2019 17:34,DEV: Error on External Learning ,Troy Daniels,troy.daniels@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,1/14/2020 17:32,6/11/2019 20:38,0,1,Jared Smith,JDE Support Team,11,6,,,New Ticket,11/1/2019 0:00,No
111209,5/23/2019 13:48,JDE PROD - Different User Account (23 May 2019),Julius Wright,jwirght@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,1/14/2020 17:30,6/4/2019 21:53,0,1,Jared Smith,JDE Support Team,17,3,,,Close Ticket,5/30/2019 0:00,No
111355,12/6/2019 10:01,Grade Roster Generation Error ,Jasper John,jasper.john@gmail.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,1/10/2020 18:06,5/14/2019 22:42,0,1,Jared Smith,SAP Support Team,16,1,,,Close Ticket,12/13/2019 0:00,No
111324,10/14/2019 16:36,Patch Application to set up Web Services,Julius Wright,jwirght@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,12/23/2019 15:36,5/17/2019 23:07,0,1,Jared Smith,JDE Support Team,9,3,,,New Ticket,10/21/2019 0:00,No
111326,10/14/2019 16:49,Error in Form 5.,Jasper John,jasper.john@gmail.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,12/23/2019 14:36,5/6/2019 17:00,0,1,Jared Smith,SAP Support Team,26,7,,,New Ticket,10/21/2019 0:00,No
111354,12/4/2019 16:07,JDE Prod Error Page 04 Dec 2019,Julius Wright,jwirght@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,12/18/2019 10:45,4/3/2019 3:52,0,1,Jared Smith,JDE Support Team,7,1,,,Close Ticket,12/11/2019 0:00,No
111339,11/4/2019 14:51,CHANGE PASSWORD & EMAIL CONFIRMATION,Marvin Peters,mpeters@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,12/18/2019 10:41,3/19/2019 1:11,0,1,Jared Smith,SAP Support Team,20,1,,,Close Ticket,11/11/2019 0:00,No
111341,11/6/2019 14:03,Relationship Module Message Error,Marvin Peters,mpeters@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,12/13/2019 18:21,4/26/2019 4:13,0,1,Jared Smith,SAP Support Team,18,3,,,New Ticket,11/13/2019 0:00,No
111303,9/19/2019 9:28,Double Amount in eOR/View Customer Account,Bladimir Macdonald,bmacdonald@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,12/13/2019 18:05,4/6/2019 3:16,0,1,Jared Smith,SAP Support Team,13,1,,,New Ticket,9/26/2019 0:00,No
111349,11/25/2019 17:13,3C Engine Not Working ,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,12/2/2019 17:31,4/2/2019 1:27,0,1,Jared Smith,SAP Support Team,5,1,,,New Ticket,12/2/2019 0:00,No
111338,10/30/2019 16:53,PROD: Zero value in payroll run result,Melody Thompson,mthompson@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,11/27/2019 17:36,3/29/2019 3:38,0,1,Jared Smith,JDE Support Team,33,20,,,New Ticket,11/6/2019 0:00,No
111342,11/6/2019 18:11,PROD: CoS - Record has been entered already,Troy Daniels,troy.daniels@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,11/27/2019 17:14,3/28/2019 23:46,0,1,Jared Smith,JDE Support Team,22,11,,,Close Ticket,11/13/2019 0:00,No
111330,10/21/2019 17:25,APP-PAY-07010 Cannot insert assignment process,Melody Thompson,mthompson@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,10/29/2019 17:30,2/1/2019 14:10,0,1,Jared Smith,JDE Support Team,8,4,,,New Ticket,10/28/2019 0:00,No
111315,10/3/2019 8:18,JDE Prod DV approval issue ,Julius Wright,jwirght@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,10/24/2019 17:04,2/1/2019 14:03,0,1,Jared Smith,JDE Support Team,21,5,,,New Ticket,10/10/2019 0:00,No
111323,10/11/2019 13:43,JDE PROD Slowdown posting journal,Julius Wright,jwirght@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,10/22/2019 18:06,3/6/2019 1:17,0,1,Jared Smith,JDE Support Team,23,3,,,New Ticket,10/18/2019 0:00,No
111319,10/7/2019 13:35,Slow to Inaccessible TEST Instance,Kenex Willows,kwillows@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,10/18/2019 10:05,3/20/2019 2:58,0,1,Jared Smith,JDE Support Team,8,2,,,New Ticket,10/14/2019 0:00,No
111289,8/20/2019 10:44,Unable to Tuition Calculate the Student (UPMNL),Bladimir Macdonald,bmacdonald@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,10/15/2019 17:14,3/4/2019 21:05,0,1,Jared Smith,SAP Support Team,16,5,,,New Ticket,8/27/2019 0:00,No
111311,9/30/2019 10:07,Duplicates Subject in EOR.,Jasper John,jasper.john@gmail.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,10/9/2019 17:06,2/1/2019 11:38,0,1,Jared Smith,SAP Support Team,17,3,,,New Ticket,10/7/2019 0:00,No
111308,9/25/2019 16:35,JDE Test Instance Slowdown,Julius Wright,jwirght@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,10/7/2019 17:11,3/15/2019 3:42,0,1,Jared Smith,JDE Support Team,7,1,,,New Ticket,10/2/2019 0:00,No
111305,9/20/2019 16:18,DATA ERROR IN PRODUCTION INSTANCE,Marvin Peters,mpeters@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,10/3/2019 17:41,2/20/2019 20:39,0,1,Jared Smith,SAP Support Team,11,1,,,New Ticket,9/27/2019 0:00,No
111211,5/27/2019 15:57,Missing Dynaform Names,Atom Short,atom.short@gmail.com,Normal,Internal Technical Department,Incident / Problem,Email,Closed,10/1/2019 10:45,2/19/2019 23:21,0,1,Stellar Murad,Workday Team,7,0,,,New Ticket,6/3/2019 0:00,No
111300,9/11/2019 18:31,PROD: Error in Procurement,Riza Richardson,rrichardson@mailinator.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,9/20/2019 8:18,2/1/2019 12:00,0,1,Jared Smith,JDE Support Team,13,5,,,New Ticket,9/18/2019 0:00,No
111294,9/2/2019 9:34,JDE Prod Error in paying a DV ,Julius Wright,jwirght@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,9/18/2019 17:19,8/1/2018 6:03,0,1,Jared Smith,JDE Support Team,20,5,,,New Ticket,9/9/2019 0:00,No
111298,9/9/2019 17:12,"Unable to get Term Begin Date. (14813,43)",Bladimir Macdonald,bmacdonald@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,9/17/2019 17:00,9/1/2022 4:06,0,1,Jared Smith,JDE Support Team,10,2,,,Close Ticket,9/16/2019 0:00,No
111153,3/20/2019 15:49,enrolled students are not equal in class roster,Jasper John,jasper.john@gmail.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,9/11/2019 17:25,8/4/2021 22:56,0,1,Jared Smith,SAP Support Team,35,8,,,Close Ticket,3/27/2019 0:00,No
111150,3/20/2019 13:18,Report Issue,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,9/11/2019 17:25,4/27/2023 20:23,0,1,Jared Smith,SAP Support Team,26,6,,,New Ticket,3/27/2019 0:00,No
111259,7/15/2019 12:05,Batch Process Error,Jasper John,jasper.john@gmail.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,9/11/2019 17:24,4/9/2023 23:57,0,1,Jared Smith,SAP Support Team,11,4,,,New Ticket,7/22/2019 0:00,No
111214,5/28/2019 14:21,JDE PROD - Expense Report approval issue,Julius Wright,jwirght@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,9/9/2019 12:35,8/12/2020 9:53,0,1,Jared Smith,JDE Support Team,17,5,,,Close Ticket,6/4/2019 0:00,No
111233,6/17/2019 10:32,JDE TEST Date Format,Julius Wright,jwirght@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,9/4/2019 10:06,3/12/2020 18:17,0,1,Jared Smith,JDE Support Team,10,2,,,New Ticket,6/24/2019 0:00,No
111253,7/8/2019 16:37,JDE PROD - Bank Account Issue 8 July 2019,Julius Wright,jwirght@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,9/4/2019 9:41,12/11/2020 10:42,0,1,Jared Smith,JDE Support Team,31,10,,,Close Ticket,7/15/2019 0:00,No
111290,8/23/2019 16:14,Error on submitting Authority to Fill,Troy Daniels,troy.daniels@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,9/3/2019 17:48,1/13/2021 16:26,0,1,Jared Smith,JDE Support Team,13,4,,,New Ticket,8/30/2019 0:00,No
111172,4/8/2019 9:18,JDE Test Instance - Error Not setup as worker,Julius Wright,jwirght@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,9/3/2019 17:31,3/29/2023 22:43,0,1,Jared Smith,JDE Support Team,21,4,,,New Ticket,4/15/2019 0:00,No
111262,7/16/2019 11:19,Rehab 260(OSI)Error,Jasper John,jasper.john@gmail.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,8/29/2019 17:02,6/12/2023 3:46,0,1,Jared Smith,SAP Support Team,23,2,,,New Ticket,7/23/2019 0:00,No
111272,7/25/2019 15:17,TEST instance: Can't Copy Paste data in the field,Melody Thompson,mthompson@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,8/27/2019 17:09,4/20/2023 6:30,0,1,Jared Smith,JDE Support Team,22,8,,,New Ticket,8/1/2019 0:00,No
111266,7/19/2019 9:42,TEST Instance: How to unchecked the required box,Melody Thompson,mthompson@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,8/27/2019 17:07,4/10/2023 3:19,0,1,Jared Smith,JDE Support Team,9,3,,,Close Ticket,7/26/2019 0:00,No
111249,7/4/2019 17:29,Can't run a general payroll under dev environment,Melody Thompson,mthompson@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,8/27/2019 17:06,7/28/2020 2:44,0,1,Jared Smith,JDE Support Team,10,4,,,New Ticket,7/11/2019 0:00,No
111244,6/28/2019 10:41,Box unchecked under the processed button,Melody Thompson,mthompson@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,8/27/2019 17:05,7/17/2020 22:47,0,1,Jared Smith,JDE Support Team,10,1,,,New Ticket,7/5/2019 0:00,No
111173,4/10/2019 13:04,Authority to Fill Error using Dev & Test Instance,Paul Jiggins,pjiggins@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,8/27/2019 17:02,7/10/2020 0:28,0,1,Jared Smith,JDE Support Team,11,2,,,New Ticket,4/17/2019 0:00,No
111282,8/7/2019 14:10,Error in process request.,Jasper John,jasper.john@gmail.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,8/20/2019 17:01,10/17/2022 7:20,0,1,Jared Smith,SAP Support Team,13,3,,,New Ticket,8/14/2019 0:00,No
111274,7/29/2019 10:12,Altering Position Type(List of Values),Troy Daniels,troy.daniels@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,8/7/2019 17:09,8/15/2019 5:01,0,1,Jared Smith,JDE Support Team,9,3,,,New Ticket,8/5/2019 0:00,No
111263,7/16/2019 11:29,Error Accesing SAP.EDU.PH,Jasper John,jasper.john@gmail.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,8/6/2019 17:36,7/24/2019 17:00,0,1,Jared Smith,SAP Support Team,7,2,,,New Ticket,7/23/2019 0:00,No
111275,7/30/2019 14:24,PROD: Can't Delete records under Research fields,Melody Thompson,mthompson@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,8/6/2019 17:34,6/21/2019 3:00,0,1,Jared Smith,JDE Support Team,12,5,,,New Ticket,8/6/2019 0:00,No
111190,4/30/2019 15:37,JDE PROD - Create Accounting-Completed Warning,Julius Wright,jwirght@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,8/1/2019 18:59,6/20/2019 1:00,0,1,Jared Smith,JDE Support Team,34,8,,,New Ticket,5/7/2019 0:00,No
111264,7/17/2019 14:13,VPN Account,Bladimir Macdonald,bmacdonald@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,7/29/2019 17:40,5/16/2019 1:07,0,1,Jared Smith,SAP Support Team,8,1,,,Close Ticket,7/24/2019 0:00,No
111251,7/8/2019 10:29,Error occurs in organization,Melody Thompson,mthompson@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,7/18/2019 17:48,5/18/2019 3:33,0,1,Jared Smith,JDE Support Team,16,7,,,New Ticket,7/15/2019 0:00,No
111208,5/23/2019 12:41,JDE PROD Error Page issue (23 May 2019),Julius Wright,jwirght@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,7/10/2019 17:26,3/12/2021 13:57,0,1,Jared Smith,JDE Support Team,14,1,,,New Ticket,5/30/2019 0:00,No
111197,5/8/2019 10:25,Cannot print payslips and payroll reports,Vic Vincent,vic.vincent@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Email,Closed,7/10/2019 17:23,3/15/2021 16:21,0,1,Jared Smith,JDE Support Team,8,1,,,Close Ticket,5/15/2019 0:00,No
